pk,created_at,sentiment_noneu,sentiments_labels,bert_sentiment_labels,vader_sentiment_labels,distilbert_sentiment_labels,flair_sentiment_labels,roberta_sentiment_labels,sentistrength_sentiment_labels
1643,29/12/2020 12:57,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1644,29/12/2020 13:15,NEG,NEG,POS,POS,NEG,POS,POS,POS
1645,29/12/2020 22:18,POS,POS,POS,POS,POS,POS,POS,POS
1646,30/12/2020 09:08,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1647,30/12/2020 12:09,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEG
1648,30/12/2020 15:40,POS,POS,POS,POS,POS,POS,POS,POS
1649,30/12/2020 15:56,POS,POS,POS,POS,NEG,POS,POS,POS
1650,30/12/2020 18:56,NEG,NEG,POS,POS,POS,POS,POS,NEU
1651,30/12/2020 20:35,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1652,31/12/2020 14:06,POS,NEU,NEU,POS,NEG,POS,NEG,NEG
1653,31/12/2020 16:00,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1654,31/12/2020 19:51,NEG,NEG,POS,POS,POS,POS,NEG,POS
1655,31/12/2020 20:03,POS,POS,POS,POS,POS,POS,POS,NEU
1656,01/01/2021 09:07,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1657,01/01/2021 09:25,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEG
1658,01/01/2021 13:55,NEG,NEG,NEU,NEG,NEG,POS,NEG,NEU
1659,01/01/2021 17:02,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEG
1660,02/01/2021 00:04,NEG,NEG,NEG,NEG,NEG,POS,NEG,POS
1661,02/01/2021 03:03,NEG,NEG,NEG,NEG,POS,NEG,NEG,NEG
1662,02/01/2021 13:38,NEG,NEU,NEG,POS,NEG,NEG,NEG,POS
1663,02/01/2021 14:01,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1664,02/01/2021 14:23,POS,POS,POS,NEU,POS,POS,POS,NEU
1665,02/01/2021 22:23,POS,POS,NEU,POS,NEG,NEG,NEG,POS
1666,02/01/2021 22:39,POS,POS,POS,POS,NEG,NEG,POS,POS
1667,03/01/2021 08:37,NEG,NEU,NEU,POS,POS,POS,POS,POS
1668,03/01/2021 11:46,NEG,NEG,NEG,NEG,NEG,NEG,NEG,POS
1669,03/01/2021 14:10,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1670,03/01/2021 16:49,NEG,NEG,NEU,POS,NEG,POS,NEG,NEU
1671,03/01/2021 17:53,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1672,03/01/2021 19:40,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1673,03/01/2021 20:13,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1674,03/01/2021 20:16,POS,POS,NEU,NEU,NEG,POS,NEG,NEU
1675,03/01/2021 22:47,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1676,04/01/2021 03:27,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1677,04/01/2021 08:25,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
1678,04/01/2021 10:40,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
1679,04/01/2021 12:25,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1680,04/01/2021 14:11,NEG,NEG,NEU,NEG,NEG,NEG,POS,NEU
1681,04/01/2021 14:23,POS,POS,NEU,POS,POS,POS,POS,POS
1682,04/01/2021 14:27,POS,POS,NEU,NEU,NEG,POS,NEG,NEU
1683,04/01/2021 14:31,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1684,04/01/2021 14:31,NEG,NEU,NEU,NEU,POS,POS,POS,NEU
1685,04/01/2021 14:32,NEG,NEU,NEU,POS,NEG,NEG,POS,NEU
1686,04/01/2021 14:48,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEG
1687,04/01/2021 14:49,POS,POS,NEU,POS,POS,POS,NEG,POS
1688,04/01/2021 14:59,NEG,NEG,POS,POS,POS,NEG,POS,POS
1689,04/01/2021 16:10,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1690,04/01/2021 17:44,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1691,04/01/2021 17:56,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1692,04/01/2021 19:00,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1693,04/01/2021 19:12,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1694,04/01/2021 19:44,NEG,NEG,NEU,POS,NEG,NEG,NEG,POS
1695,04/01/2021 20:24,NEG,NEG,NEU,NEG,NEG,NEG,NEG,POS
1696,04/01/2021 23:40,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1697,05/01/2021 07:32,NEG,NEG,POS,NEG,POS,POS,POS,NEG
1698,05/01/2021 07:47,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1699,05/01/2021 08:09,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1700,05/01/2021 10:46,NEG,NEG,NEG,NEG,NEG,NEG,NEG,POS
1701,05/01/2021 21:10,POS,NEU,NEU,NEU,NEG,POS,NEG,NEU
1702,06/01/2021 00:49,NEG,NEG,NEG,NEU,NEG,POS,NEG,NEU
1703,06/01/2021 01:36,NEG,NEG,NEU,POS,NEG,NEG,POS,NEU
1704,06/01/2021 13:35,NEG,NEG,NEG,NEU,POS,POS,NEG,NEU
1705,06/01/2021 16:18,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1706,06/01/2021 18:34,NEG,NEG,NEU,POS,NEG,POS,NEG,POS
1707,06/01/2021 19:49,NEG,NEG,NEG,NEU,NEG,NEG,NEG,POS
1708,06/01/2021 20:21,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1709,06/01/2021 22:11,POS,POS,NEU,NEG,NEG,POS,NEG,NEU
1710,06/01/2021 22:45,NEG,NEG,NEG,POS,POS,POS,POS,NEU
1711,07/01/2021 13:13,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1712,07/01/2021 17:31,NEG,NEG,NEU,NEU,NEG,POS,POS,NEU
1713,07/01/2021 17:40,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1714,07/01/2021 18:13,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
1715,07/01/2021 21:06,POS,POS,POS,POS,POS,POS,POS,POS
1716,07/01/2021 22:24,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1717,07/01/2021 22:40,NEG,NEU,NEU,NEU,POS,POS,POS,NEU
1718,08/01/2021 07:05,POS,POS,NEU,POS,NEG,NEG,NEG,NEU
1719,08/01/2021 09:53,POS,POS,POS,POS,NEG,NEG,NEG,NEU
1720,08/01/2021 11:16,NEG,NEU,NEU,POS,NEG,NEG,NEG,NEU
1721,08/01/2021 13:41,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1722,08/01/2021 21:41,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEG
1723,09/01/2021 00:06,POS,POS,NEG,NEG,NEG,POS,NEG,NEG
1724,09/01/2021 00:38,POS,POS,NEU,NEU,NEG,NEG,NEG,NEU
1725,09/01/2021 06:18,NEG,NEU,NEU,NEU,NEG,POS,NEG,NEU
1726,09/01/2021 07:28,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1727,09/01/2021 12:25,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1728,09/01/2021 15:00,NEG,NEG,NEG,POS,POS,POS,NEG,POS
1729,09/01/2021 15:37,POS,POS,POS,POS,POS,POS,POS,POS
1730,09/01/2021 19:02,NEG,NEG,NEU,POS,NEG,POS,NEG,NEU
1731,10/01/2021 09:28,NEG,NEU,NEU,NEU,POS,POS,NEG,NEG
1732,10/01/2021 16:18,POS,POS,POS,POS,NEG,POS,POS,POS
1733,10/01/2021 19:00,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1734,10/01/2021 22:28,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1735,10/01/2021 23:29,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEU
1736,11/01/2021 10:06,NEG,NEG,NEU,NEU,POS,NEG,POS,NEU
1737,11/01/2021 10:16,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1738,11/01/2021 10:32,NEG,NEU,NEG,NEG,NEG,NEG,POS,NEG
1739,11/01/2021 12:21,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1740,11/01/2021 18:54,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1741,13/01/2021 13:58,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1742,13/01/2021 18:24,NEG,NEG,POS,POS,NEG,POS,NEG,POS
1743,13/01/2021 20:13,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1744,13/01/2021 21:26,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1745,13/01/2021 23:10,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1746,14/01/2021 08:24,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1747,14/01/2021 13:07,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1748,14/01/2021 15:33,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1749,14/01/2021 16:29,POS,POS,POS,POS,POS,POS,POS,NEU
1750,14/01/2021 18:37,POS,POS,POS,POS,POS,POS,POS,NEG
1751,14/01/2021 21:06,NEG,NEG,NEG,NEG,POS,POS,POS,NEU
1752,15/01/2021 13:31,POS,POS,POS,POS,POS,NEG,POS,POS
1753,15/01/2021 13:49,NEG,NEG,NEU,POS,NEG,POS,NEG,NEG
1754,15/01/2021 15:28,NEG,NEU,NEG,NEG,NEG,NEG,NEG,NEG
1755,15/01/2021 18:46,POS,POS,POS,POS,POS,POS,POS,POS
1756,15/01/2021 20:26,NEG,NEG,POS,POS,POS,POS,POS,NEU
1757,16/01/2021 07:03,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1758,16/01/2021 07:49,POS,POS,NEU,NEU,NEG,POS,NEG,NEU
1759,16/01/2021 11:14,POS,POS,POS,POS,POS,POS,POS,NEU
1760,16/01/2021 14:45,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1761,16/01/2021 14:51,POS,POS,NEU,POS,NEG,NEG,NEG,NEG
1762,16/01/2021 15:26,POS,POS,POS,POS,POS,POS,POS,POS
1763,16/01/2021 18:19,NEG,NEG,NEG,POS,NEG,POS,NEG,POS
1764,16/01/2021 21:25,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1765,16/01/2021 23:02,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1766,17/01/2021 20:14,POS,POS,NEU,POS,NEG,POS,POS,NEU
1767,18/01/2021 07:30,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1768,18/01/2021 09:24,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1769,18/01/2021 10:43,NEG,NEG,POS,POS,POS,NEG,NEG,POS
1770,18/01/2021 11:23,NEG,NEG,NEU,NEU,POS,NEG,POS,NEU
1771,18/01/2021 16:15,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1772,19/01/2021 07:29,NEG,NEG,NEG,NEG,POS,POS,NEG,NEG
1773,19/01/2021 15:11,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1774,19/01/2021 22:17,POS,POS,POS,POS,POS,POS,POS,POS
1775,19/01/2021 23:42,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1776,20/01/2021 06:52,POS,POS,POS,POS,NEG,POS,NEG,POS
1777,20/01/2021 08:24,POS,POS,POS,POS,NEG,NEG,NEG,POS
1778,20/01/2021 10:31,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1779,21/01/2021 11:02,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1780,21/01/2021 23:57,POS,POS,POS,POS,POS,POS,POS,POS
1781,22/01/2021 08:16,POS,POS,POS,POS,POS,POS,POS,POS
1782,22/01/2021 11:03,POS,POS,POS,POS,NEG,POS,POS,POS
1783,22/01/2021 13:10,POS,POS,NEU,POS,NEG,POS,POS,NEU
1784,22/01/2021 13:26,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
1785,22/01/2021 17:21,POS,NEU,NEU,POS,POS,NEG,NEG,POS
1786,22/01/2021 20:37,POS,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1787,23/01/2021 08:01,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1788,23/01/2021 18:46,POS,POS,POS,NEG,POS,POS,POS,NEG
1789,25/01/2021 12:53,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1790,25/01/2021 17:37,POS,NEU,POS,POS,NEG,NEG,POS,POS
1791,26/01/2021 11:12,POS,NEU,NEU,POS,NEG,NEG,NEG,NEU
1792,26/01/2021 11:23,NEG,NEG,NEG,NEG,NEG,POS,NEG,POS
1793,26/01/2021 12:21,POS,POS,POS,POS,NEG,POS,POS,POS
1794,26/01/2021 15:42,POS,POS,NEU,POS,NEG,POS,POS,NEU
1795,27/01/2021 10:18,POS,POS,NEU,POS,NEG,NEG,POS,NEG
1796,27/01/2021 17:13,POS,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1797,28/01/2021 09:09,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1798,28/01/2021 22:22,POS,NEU,POS,POS,POS,POS,POS,POS
1799,28/01/2021 22:29,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1800,29/01/2021 07:06,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1801,29/01/2021 11:18,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1802,29/01/2021 13:37,POS,POS,POS,NEU,NEG,POS,POS,NEU
1803,29/01/2021 18:27,NEG,NEU,NEG,NEG,NEG,NEG,NEG,NEG
1804,30/01/2021 08:55,POS,POS,NEU,NEU,NEG,POS,NEG,NEU
1805,30/01/2021 12:13,NEG,NEG,NEG,POS,POS,POS,NEG,POS
1806,30/01/2021 16:59,NEG,NEG,NEG,NEG,POS,NEG,NEG,NEG
1807,30/01/2021 18:52,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1808,30/01/2021 18:55,POS,POS,POS,POS,POS,POS,POS,POS
1809,30/01/2021 23:58,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1810,31/01/2021 10:00,POS,POS,POS,NEG,POS,POS,POS,NEG
1811,31/01/2021 12:28,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1812,31/01/2021 13:28,POS,POS,POS,POS,POS,POS,NEG,POS
1813,01/02/2021 07:13,POS,POS,POS,POS,POS,POS,POS,POS
1814,01/02/2021 09:25,POS,POS,POS,POS,POS,POS,POS,POS
1815,01/02/2021 09:45,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1816,01/02/2021 10:17,POS,POS,POS,POS,POS,POS,POS,POS
1817,01/02/2021 12:38,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
1818,01/02/2021 12:43,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1819,01/02/2021 16:47,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1820,01/02/2021 18:49,NEG,NEG,NEU,POS,POS,POS,POS,NEU
1821,01/02/2021 22:22,NEG,NEG,NEG,POS,NEG,POS,NEG,POS
1822,01/02/2021 22:47,NEG,NEG,POS,NEU,NEG,POS,POS,NEU
1823,03/02/2021 00:15,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1824,03/02/2021 18:34,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1825,03/02/2021 18:45,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1826,04/02/2021 08:26,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1827,04/02/2021 13:52,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1828,04/02/2021 14:53,POS,POS,NEU,NEG,NEG,POS,POS,NEG
1829,05/02/2021 17:01,POS,POS,POS,POS,NEG,POS,POS,POS
1830,05/02/2021 18:45,POS,POS,POS,POS,POS,POS,POS,POS
1831,06/02/2021 00:12,POS,POS,NEU,POS,NEG,NEG,POS,POS
1832,06/02/2021 09:24,POS,POS,POS,POS,NEG,POS,POS,POS
1833,06/02/2021 10:12,POS,POS,POS,POS,POS,POS,POS,NEU
1834,06/02/2021 17:31,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1835,06/02/2021 19:03,POS,NEU,POS,POS,POS,NEG,POS,NEG
1836,07/02/2021 12:14,POS,POS,POS,POS,POS,NEG,POS,POS
1837,07/02/2021 12:44,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1838,07/02/2021 13:17,NEG,NEG,NEU,POS,NEG,POS,NEG,NEG
1839,07/02/2021 17:27,POS,POS,NEU,POS,NEG,POS,POS,POS
1840,08/02/2021 12:53,POS,POS,POS,POS,NEG,POS,POS,POS
1841,09/02/2021 21:11,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEG
1842,09/02/2021 22:27,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1843,10/02/2021 06:52,POS,POS,POS,POS,NEG,POS,POS,NEG
1844,10/02/2021 21:13,NEG,NEG,NEU,POS,POS,NEG,POS,NEG
1845,10/02/2021 22:03,POS,POS,POS,POS,NEG,POS,POS,POS
1846,10/02/2021 23:40,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1847,11/02/2021 12:43,NEG,NEU,NEG,NEU,NEG,NEG,NEG,NEU
1848,11/02/2021 13:31,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1849,11/02/2021 13:39,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1850,11/02/2021 15:29,NEG,NEG,NEG,NEU,NEG,POS,POS,POS
1851,11/02/2021 18:52,NEG,NEU,NEU,POS,POS,POS,POS,NEU
1852,11/02/2021 22:52,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1853,11/02/2021 23:14,NEG,NEG,NEU,POS,NEG,NEG,NEG,POS
1854,13/02/2021 19:32,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1855,14/02/2021 18:05,POS,NEU,NEG,POS,NEG,POS,NEG,NEU
1856,15/02/2021 08:07,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1857,15/02/2021 10:32,POS,POS,POS,POS,POS,POS,POS,POS
1858,15/02/2021 11:44,NEG,NEU,NEG,NEU,NEG,NEG,NEG,NEG
1859,15/02/2021 20:55,NEG,NEG,NEU,NEU,NEG,NEG,POS,NEU
1860,16/02/2021 10:16,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1861,16/02/2021 17:52,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1862,16/02/2021 18:45,NEG,NEU,NEU,POS,NEG,NEG,POS,NEG
1863,16/02/2021 18:59,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1864,16/02/2021 21:16,POS,POS,POS,POS,POS,POS,POS,POS
1865,17/02/2021 07:18,NEG,NEU,NEU,POS,NEG,POS,NEG,POS
1866,17/02/2021 14:46,POS,POS,NEU,POS,NEG,POS,NEG,POS
1867,17/02/2021 16:50,POS,POS,POS,POS,POS,POS,POS,NEG
1868,18/02/2021 10:43,POS,NEU,NEU,NEG,NEG,POS,POS,NEU
1869,18/02/2021 11:18,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1870,18/02/2021 14:11,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1871,18/02/2021 14:40,NULL,NEU,NEU,POS,POS,POS,POS,POS
1872,18/02/2021 15:45,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1873,19/02/2021 08:41,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1874,19/02/2021 11:04,POS,NEU,NEU,NEU,NEG,POS,POS,NEU
1875,19/02/2021 13:38,POS,POS,POS,POS,POS,POS,POS,NEG
1876,19/02/2021 19:15,POS,POS,POS,POS,POS,POS,POS,POS
1877,19/02/2021 21:29,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1878,20/02/2021 12:45,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1879,21/02/2021 18:50,POS,POS,NEU,POS,NEG,NEG,POS,POS
1880,22/02/2021 09:12,POS,POS,POS,POS,POS,POS,POS,POS
1881,22/02/2021 11:20,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1882,22/02/2021 16:25,POS,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1883,22/02/2021 17:18,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1884,22/02/2021 22:03,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1885,23/02/2021 00:36,POS,POS,POS,POS,POS,POS,POS,POS
1886,23/02/2021 09:40,POS,POS,NEG,NEG,POS,NEG,POS,POS
1887,23/02/2021 09:46,POS,POS,NEU,NEU,POS,POS,NEG,POS
1888,23/02/2021 14:40,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEG
1889,23/02/2021 15:35,POS,POS,NEU,NEG,NEG,NEG,NEG,NEG
1890,23/02/2021 17:10,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1891,23/02/2021 17:47,POS,POS,NEG,POS,NEG,POS,NEG,POS
1892,23/02/2021 20:20,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1893,23/02/2021 21:12,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1894,24/02/2021 07:34,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1895,24/02/2021 20:35,NEG,NEU,NEU,NEG,NEG,NEG,NEG,NEU
1896,24/02/2021 23:11,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1897,24/02/2021 23:52,POS,POS,POS,POS,POS,POS,POS,POS
1898,25/02/2021 12:28,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1899,25/02/2021 14:33,POS,POS,POS,POS,POS,POS,POS,POS
1900,27/02/2021 12:02,POS,NEU,NEU,NEU,NEG,NEG,NEG,NEG
1901,27/02/2021 19:14,POS,POS,POS,NEU,NEG,POS,POS,NEG
1902,28/02/2021 12:37,POS,POS,NEU,NEU,NEG,NEG,POS,NEU
1903,28/02/2021 16:53,POS,NEU,NEU,POS,NEG,NEG,NEG,NEU
1904,28/02/2021 17:10,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
1905,01/03/2021 10:32,NEG,NEU,NEG,NEG,NEG,NEG,NEG,NEG
1906,01/03/2021 22:46,POS,POS,POS,NEG,NEG,POS,NEG,NEG
1907,03/03/2021 06:51,POS,POS,POS,POS,POS,POS,POS,POS
1908,03/03/2021 16:08,POS,POS,NEU,NEG,POS,POS,POS,NEG
1909,03/03/2021 17:25,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1910,03/03/2021 20:55,POS,POS,NEU,POS,POS,POS,NEG,POS
1911,04/03/2021 09:51,POS,POS,NEU,NEG,NEG,NEG,NEG,NEG
1912,04/03/2021 11:39,POS,NEU,NEU,NEU,NEG,POS,POS,NEU
1913,06/03/2021 13:25,NEG,NEU,NEU,POS,NEG,NEG,POS,NEU
1914,06/03/2021 17:23,NEG,NEU,NEU,NEU,NEG,NEG,POS,NEU
1915,06/03/2021 21:06,POS,POS,POS,NEG,NEG,NEG,POS,NEG
1916,06/03/2021 23:24,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1917,07/03/2021 12:37,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1918,07/03/2021 18:03,NEG,NEG,POS,POS,POS,POS,POS,POS
1919,07/03/2021 20:12,POS,POS,NEU,POS,NEG,NEG,NEG,POS
1920,07/03/2021 20:18,NEG,NEG,NEG,NEU,POS,POS,NEG,NEU
1921,08/03/2021 08:43,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1922,08/03/2021 13:35,NULL,NEU,NEU,NEU,NEG,NEG,POS,POS
1923,08/03/2021 18:25,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1924,08/03/2021 20:42,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1925,12/03/2021 07:12,POS,POS,NEU,NEU,NEG,POS,NEG,POS
1926,12/03/2021 10:29,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEG
1927,12/03/2021 14:28,NEG,NEU,NEG,NEU,NEG,NEG,NEG,NEU
1928,12/03/2021 19:36,POS,NEU,NEU,POS,NEG,POS,POS,NEU
1929,13/03/2021 13:22,POS,POS,POS,POS,POS,NEG,POS,POS
1930,13/03/2021 14:54,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1931,13/03/2021 20:36,NEG,NEG,NEU,NEU,NEG,POS,NEG,NEG
1932,14/03/2021 15:26,POS,POS,POS,NEU,POS,POS,POS,POS
1933,14/03/2021 17:07,POS,POS,NEU,NEU,NEG,POS,POS,NEG
1934,15/03/2021 08:11,POS,POS,NEU,POS,POS,POS,POS,NEG
1935,15/03/2021 08:27,POS,POS,POS,POS,POS,POS,POS,POS
1936,16/03/2021 13:04,POS,POS,NEU,NEU,NEG,NEG,POS,NEU
1937,16/03/2021 16:58,POS,POS,POS,POS,POS,POS,POS,NEU
1938,17/03/2021 14:18,POS,POS,POS,POS,POS,POS,POS,POS
1939,17/03/2021 16:17,POS,POS,NEU,NEU,NEG,NEG,POS,NEU
1940,17/03/2021 18:25,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1941,17/03/2021 18:48,POS,POS,POS,POS,POS,POS,POS,NEG
1942,18/03/2021 08:08,NEG,NEU,NEU,NEG,NEG,NEG,POS,NEG
1943,18/03/2021 09:46,POS,NEU,NEG,NEG,NEG,NEG,NEG,NEG
1944,18/03/2021 19:44,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1945,19/03/2021 17:13,POS,POS,NEU,NEU,NEG,NEG,POS,NEU
1946,19/03/2021 17:49,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1947,19/03/2021 20:36,POS,NEU,NEU,POS,NEG,NEG,NEG,POS
1948,20/03/2021 02:54,NEG,NEU,NEU,NEG,NEG,NEG,NEG,NEG
1949,20/03/2021 13:05,POS,POS,POS,POS,POS,POS,POS,NEU
1950,20/03/2021 19:34,NEG,NEG,NEU,POS,NEG,NEG,NEG,POS
1951,20/03/2021 20:37,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEU
1952,21/03/2021 09:34,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1953,21/03/2021 10:09,NEG,NEG,NEG,NEU,POS,NEG,NEG,NEG
1954,21/03/2021 10:17,NEG,NEG,NEU,NEU,POS,POS,POS,NEU
1955,31/03/2021 17:50,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
